feedback_id,customer_id,feedback_date,channel,rating,feedback_text
740,11028,2023-02-24,App Review,5,cant track my order properly
741,11015,2023-01-27,App Review,2,very smooth experience no issues
742,11824,2023-04-28,App Review,5,app slow and buggy sometimes
743,10373,2023-02-22,App Review,5,refund pending from last week
744,12193,2023-02-08,Email,5,delivery was late and support not helpful
745,10223,2023-03-06,Support Ticket,1,love the app but payment failed twice
746,11262,2023-05-25,App Review,5,support team resolved issue quickly
747,12224,2023-06-07,App Review,5,payment deducted but order failed
748,11802,2023-01-13,Support Ticket,4,payment deducted but order failed
749,10852,2023-01-21,App Review,2,app slow and buggy sometimes
750,10062,2023-05-27,App Review,2,refund pending from last week
751,11240,2023-02-22,App Review,1,support team resolved issue quickly
752,12874,2023-01-19,Support Ticket,3,frustrating experience will uninstall
753,12842,2023-02-26,Email,4,app slow and buggy sometimes
754,10688,2023-01-25,Email,2,support team resolved issue quickly
755,11484,2023-01-31,Support Ticket,3,great service very happy
756,11633,2023-03-22,App Review,2,price increased suddenly not fair
757,12152,2023-01-23,App Review,4,payment deducted but order failed
758,10510,2023-02-01,Support Ticket,5,App crashes again after update
759,10384,2023-03-15,App Review,1,app slow and buggy sometimes
760,10404,2023-01-10,Email,2,App crashes again after update
761,12870,2023-02-23,Support Ticket,1,login issue cant access account
762,10517,2023-02-21,Email,4,refund pending from last week
763,10475,2023-05-28,Email,4,great service very happy
764,12000,2023-06-09,Support Ticket,5,order got cancelled automatically
765,12756,2023-04-24,Support Ticket,2,too many ads now hate it
766,11668,2023-01-14,App Review,5,customer service is terrible
767,11893,2023-06-27,App Review,1,payment deducted but order failed
768,12818,2023-06-05,App Review,4,app slow and buggy sometimes
769,11460,2023-04-20,Email,1,awesome app easy to use
770,12724,2023-02-22,App Review,5,login issue cant access account
771,10713,2023-06-01,Email,3,delivery was late and support not helpful
772,10082,2023-03-20,App Review,4,very smooth experience no issues
773,11168,2023-01-22,Email,5,everything works fine
774,12504,2023-01-30,App Review,1,very smooth experience no issues
775,11901,2023-01-04,Email,1,customer service is terrible
776,12048,2023-02-28,Email,5,too many ads now hate it
777,10050,2023-01-08,App Review,2,love the app but payment failed twice
778,10684,2023-01-12,App Review,1,delivery was late and support not helpful
779,10716,2023-04-29,Email,3,frustrating experience will uninstall
780,11469,2023-06-08,App Review,4,great service very happy
781,10448,2023-02-03,App Review,1,payment deducted but order failed
782,10880,2023-03-23,Support Ticket,2,love the app but payment failed twice
783,10487,2023-04-08,Email,1,love the app but payment failed twice
784,11823,2023-05-07,Support Ticket,3,great service very happy
785,12081,2023-03-16,App Review,5,payment deducted but order failed
786,12142,2023-04-15,App Review,5,love the app but payment failed twice
787,11574,2023-02-18,Support Ticket,4,cant track my order properly
788,12201,2023-03-20,Email,1,price increased suddenly not fair
789,10249,2023-04-03,Email,5,frustrating experience will uninstall
790,10673,2023-06-03,App Review,3,app slow and buggy sometimes
791,10437,2023-01-18,App Review,1,delivery was late and support not helpful
792,12165,2023-04-06,App Review,5,bad experience refund still not received
793,10770,2023-02-07,App Review,5,checkout page not loading
794,10267,2023-03-28,App Review,4,everything works fine
795,11984,2023-03-29,App Review,4,bad experience refund still not received
796,11077,2023-02-19,Support Ticket,1,frustrating experience will uninstall
797,10235,2023-01-08,App Review,1,support team resolved issue quickly
798,10388,2023-06-18,Email,4,customer service is terrible
799,10762,2023-05-14,Support Ticket,1,too many ads now hate it
800,11848,2023-03-10,Email,3,bad experience refund still not received
801,12448,2023-06-21,App Review,5,support team resolved issue quickly
802,10623,2023-05-01,Email,5,cant track my order properly
803,12814,2023-03-05,Email,3,support team resolved issue quickly
804,12966,2023-06-06,Email,5,too many ads now hate it
805,11252,2023-06-05,Email,5,everything works fine
806,12900,2023-05-19,Support Ticket,4,refund pending from last week
807,10577,2023-05-01,Email,1,awesome app easy to use
808,12122,2023-03-06,App Review,2,love the app but payment failed twice
809,10434,2023-04-17,Email,2,great service very happy
810,12150,2023-05-27,App Review,1,checkout page not loading
811,10763,2023-05-17,Support Ticket,2,refund pending from last week
812,12785,2023-06-04,App Review,1,customer service is terrible
813,12853,2023-06-11,App Review,3,refund pending from last week
814,11329,2023-06-21,Support Ticket,5,support team resolved issue quickly
815,12145,2023-04-10,Email,1,awesome app easy to use
816,12845,2023-03-23,App Review,4,login issue cant access account
817,11358,2023-05-23,App Review,4,refund pending from last week
818,12906,2023-02-20,Support Ticket,1,too many ads now hate it
819,12482,2023-05-21,App Review,5,awesome app easy to use
820,10446,2023-03-24,Support Ticket,4,frustrating experience will uninstall
821,12017,2023-06-26,App Review,2,price increased suddenly not fair
822,11331,2023-04-22,Email,5,delivery was late and support not helpful
823,10248,2023-02-25,Support Ticket,2,price increased suddenly not fair
824,10165,2023-06-28,App Review,4,App crashes again after update
825,11358,2023-06-14,App Review,1,order got cancelled automatically
826,11019,2023-05-25,App Review,5,everything works fine
827,10541,2023-06-06,Email,3,great service very happy
828,10758,2023-06-10,Email,4,frustrating experience will uninstall
829,12128,2023-03-01,Email,1,customer service is terrible
830,12180,2023-04-30,App Review,4,login issue cant access account
831,10796,2023-05-18,App Review,5,login issue cant access account
832,12947,2023-06-24,App Review,3,checkout page not loading
833,10137,2023-01-23,App Review,4,checkout page not loading
834,12231,2023-05-29,Email,3,delivery was late and support not helpful
835,11353,2023-01-13,Support Ticket,5,awesome app easy to use
836,12832,2023-04-11,Email,3,refund pending from last week
837,11875,2023-06-10,App Review,5,checkout page not loading
838,10068,2023-01-24,Support Ticket,5,support team resolved issue quickly
839,12593,2023-04-18,Email,3,refund pending from last week
840,12100,2023-01-11,Support Ticket,1,great service very happy
841,11473,2023-01-17,Email,3,payment deducted but order failed
842,10204,2023-06-24,App Review,5,price increased suddenly not fair
843,12173,2023-01-25,App Review,1,great service very happy
844,10042,2023-04-04,Email,3,payment deducted but order failed
845,11906,2023-01-21,App Review,5,great service very happy
846,12158,2023-03-25,App Review,2,order got cancelled automatically
847,10760,2023-05-20,Email,4,bad experience refund still not received
848,12895,2023-02-06,Email,1,awesome app easy to use
849,12142,2023-02-11,Email,1,everything works fine
850,11994,2023-05-25,App Review,5,delivery was late and support not helpful
851,11935,2023-04-11,App Review,1,order got cancelled automatically
852,10899,2023-02-17,Email,2,very smooth experience no issues
853,10359,2023-04-13,Support Ticket,5,order got cancelled automatically
854,12947,2023-01-28,Email,2,app slow and buggy sometimes
855,11719,2023-02-10,Support Ticket,5,checkout page not loading
856,10280,2023-04-09,Email,5,everything works fine
857,11887,2023-02-16,Email,2,checkout page not loading
858,10666,2023-05-26,App Review,1,cant track my order properly
859,10092,2023-04-15,Email,4,refund pending from last week
860,10671,2023-05-04,Email,3,customer service is terrible
861,11969,2023-01-13,Email,1,checkout page not loading
862,10060,2023-05-21,App Review,4,checkout page not loading
863,12681,2023-04-10,Email,1,customer service is terrible
864,11028,2023-01-31,App Review,5,order got cancelled automatically
865,11489,2023-05-10,Email,1,login issue cant access account
866,10603,2023-01-16,App Review,1,very smooth experience no issues
867,10681,2023-05-17,Support Ticket,1,delivery was late and support not helpful
868,12581,2023-03-14,App Review,5,app slow and buggy sometimes
869,11428,2023-06-15,App Review,4,great service very happy
870,12885,2023-02-23,App Review,5,love the app but payment failed twice
871,12692,2023-04-10,Email,2,everything works fine
872,12280,2023-04-19,App Review,2,cant track my order properly
873,10523,2023-03-28,App Review,1,very smooth experience no issues
874,12393,2023-06-22,Email,3,love the app but payment failed twice
875,12593,2023-06-11,App Review,4,too many ads now hate it
876,11968,2023-05-17,Support Ticket,4,refund pending from last week
877,11101,2023-01-08,Support Ticket,2,bad experience refund still not received
878,11753,2023-01-07,Email,5,cant track my order properly
879,11836,2023-02-05,App Review,1,everything works fine
880,12841,2023-01-18,Email,5,checkout page not loading
881,12296,2023-01-03,App Review,1,love the app but payment failed twice
882,12094,2023-01-28,App Review,3,frustrating experience will uninstall
883,11144,2023-03-11,App Review,2,too many ads now hate it
884,12261,2023-06-21,Support Ticket,3,customer service is terrible
885,12286,2023-05-29,App Review,4,frustrating experience will uninstall
886,11079,2023-01-28,Email,3,love the app but payment failed twice
887,12397,2023-02-23,Email,3,very smooth experience no issues
888,10106,2023-03-06,App Review,4,everything works fine
889,12878,2023-04-10,App Review,4,everything works fine
890,10047,2023-01-21,Support Ticket,5,bad experience refund still not received
891,10336,2023-01-13,Email,1,App crashes again after update
892,11049,2023-02-26,Email,4,delivery was late and support not helpful
893,12851,2023-02-18,App Review,4,cant track my order properly
894,11280,2023-04-28,App Review,2,cant track my order properly
895,12055,2023-02-23,App Review,3,delivery was late and support not helpful
896,10624,2023-05-18,App Review,2,everything works fine
897,11890,2023-02-22,App Review,1,customer service is terrible
898,11276,2023-02-13,Support Ticket,1,very smooth experience no issues
899,11715,2023-02-16,App Review,1,App crashes again after update
900,12766,2023-02-22,App Review,4,support team resolved issue quickly
901,10302,2023-03-15,Email,4,order got cancelled automatically
902,10638,2023-02-15,Email,5,app slow and buggy sometimes
903,10055,2023-01-13,App Review,4,checkout page not loading
904,10725,2023-06-14,Email,1,everything works fine
905,10525,2023-04-12,App Review,5,login issue cant access account
906,10473,2023-01-24,App Review,5,everything works fine
907,10027,2023-01-02,App Review,3,awesome app easy to use
908,12125,2023-03-22,Support Ticket,4,support team resolved issue quickly
909,10364,2023-04-10,App Review,5,app slow and buggy sometimes
910,12713,2023-05-22,App Review,3,frustrating experience will uninstall
911,10525,2023-05-18,App Review,5,frustrating experience will uninstall
912,12746,2023-06-12,Support Ticket,1,bad experience refund still not received
913,11335,2023-06-02,App Review,1,too many ads now hate it
914,10882,2023-05-11,App Review,3,bad experience refund still not received
915,11030,2023-04-21,App Review,4,great service very happy
916,11026,2023-04-12,App Review,5,support team resolved issue quickly
917,11646,2023-01-17,Email,5,very smooth experience no issues
918,10918,2023-01-12,Email,2,price increased suddenly not fair
919,12797,2023-04-26,App Review,1,great service very happy
920,12410,2023-01-24,App Review,5,payment deducted but order failed
921,11774,2023-01-29,App Review,4,payment deducted but order failed
922,11531,2023-06-20,App Review,1,cant track my order properly
923,12853,2023-06-02,App Review,3,refund pending from last week
924,12786,2023-05-02,Email,4,price increased suddenly not fair
925,11906,2023-03-31,Support Ticket,5,checkout page not loading
926,11215,2023-03-06,Support Ticket,3,everything works fine
927,11654,2023-03-25,Support Ticket,2,very smooth experience no issues
928,10484,2023-04-29,Email,5,very smooth experience no issues
929,12075,2023-06-05,Email,4,checkout page not loading
930,10713,2023-01-16,App Review,3,app slow and buggy sometimes
931,11062,2023-06-24,Email,2,login issue cant access account
932,11976,2023-04-14,App Review,4,checkout page not loading
933,11296,2023-04-02,App Review,1,very smooth experience no issues
934,11254,2023-01-27,Email,1,refund pending from last week
935,12133,2023-06-19,App Review,3,awesome app easy to use
936,10125,2023-06-24,App Review,2,customer service is terrible
937,12859,2023-06-11,Support Ticket,4,delivery was late and support not helpful
938,10536,2023-06-14,App Review,1,checkout page not loading
939,12192,2023-05-14,App Review,4,very smooth experience no issues
940,12072,2023-05-15,Support Ticket,2,customer service is terrible
941,11603,2023-06-02,Email,1,cant track my order properly
942,10066,2023-02-02,Email,1,frustrating experience will uninstall
943,10232,2023-02-24,App Review,5,order got cancelled automatically
944,12156,2023-01-07,App Review,5,checkout page not loading
945,11169,2023-02-26,Support Ticket,1,love the app but payment failed twice
946,12158,2023-05-06,Email,5,app slow and buggy sometimes
947,12275,2023-01-12,Email,4,App crashes again after update
948,10110,2023-01-16,App Review,5,too many ads now hate it
949,11493,2023-02-12,App Review,2,love the app but payment failed twice
950,12081,2023-04-27,Support Ticket,4,everything works fine
951,10622,2023-05-15,App Review,1,bad experience refund still not received
952,12795,2023-04-21,Email,2,frustrating experience will uninstall
953,12642,2023-02-20,App Review,5,love the app but payment failed twice
954,12472,2023-06-09,Email,3,price increased suddenly not fair
955,12660,2023-03-16,Support Ticket,2,price increased suddenly not fair
956,11541,2023-01-08,Email,1,login issue cant access account
957,12739,2023-02-14,App Review,4,delivery was late and support not helpful
958,11305,2023-02-28,Email,4,too many ads now hate it
959,11761,2023-05-12,Email,2,customer service is terrible
960,11975,2023-04-14,App Review,5,app slow and buggy sometimes
961,12362,2023-06-06,Support Ticket,1,bad experience refund still not received
962,10876,2023-06-06,Email,2,cant track my order properly
963,11989,2023-04-08,Support Ticket,5,app slow and buggy sometimes
964,11312,2023-06-05,Email,2,refund pending from last week
965,11460,2023-03-20,App Review,2,support team resolved issue quickly
966,12709,2023-05-04,App Review,3,payment deducted but order failed
967,12324,2023-06-21,App Review,5,checkout page not loading
968,11733,2023-01-04,Support Ticket,1,payment deducted but order failed
969,11605,2023-03-31,Email,5,order got cancelled automatically
970,11526,2023-04-14,Email,5,delivery was late and support not helpful
971,12671,2023-05-17,App Review,1,love the app but payment failed twice
972,12563,2023-04-29,App Review,4,payment deducted but order failed
973,12890,2023-05-13,Email,2,checkout page not loading
974,12397,2023-02-25,App Review,3,love the app but payment failed twice
975,11630,2023-04-06,App Review,5,awesome app easy to use
976,12870,2023-06-27,Email,5,payment deducted but order failed
977,11160,2023-03-16,App Review,1,payment deducted but order failed
978,10758,2023-05-23,App Review,3,frustrating experience will uninstall
979,12946,2023-02-01,App Review,3,payment deducted but order failed
980,10242,2023-01-28,App Review,2,everything works fine
981,12590,2023-01-22,Support Ticket,2,App crashes again after update
982,11063,2023-01-17,App Review,1,great service very happy
983,10228,2023-02-28,App Review,4,app slow and buggy sometimes
984,12595,2023-03-31,App Review,3,app slow and buggy sometimes
985,10919,2023-04-16,Email,1,refund pending from last week
986,11246,2023-01-26,App Review,5,delivery was late and support not helpful
987,10005,2023-01-25,Email,5,bad experience refund still not received
988,10467,2023-05-18,App Review,3,delivery was late and support not helpful
989,11755,2023-02-14,App Review,2,checkout page not loading
990,10074,2023-03-24,App Review,4,cant track my order properly
991,10003,2023-01-11,Support Ticket,2,everything works fine
992,11870,2023-04-14,Support Ticket,1,great service very happy
993,10645,2023-03-09,App Review,4,frustrating experience will uninstall
994,10117,2023-04-05,Email,1,delivery was late and support not helpful
995,12928,2023-06-05,Support Ticket,1,payment deducted but order failed
996,11629,2023-03-06,App Review,1,checkout page not loading
997,12551,2023-02-18,Support Ticket,1,too many ads now hate it
998,12021,2023-06-24,App Review,1,app slow and buggy sometimes
999,10946,2023-02-21,Support Ticket,5,order got cancelled automatically
1000,12621,2023-04-12,Email,2,payment deducted but order failed
1001,11464,2023-02-26,Support Ticket,1,everything works fine
1002,10193,2023-02-16,Email,1,order got cancelled automatically
1003,10846,2023-06-08,App Review,5,bad experience refund still not received
1004,12762,2023-06-23,Support Ticket,3,refund pending from last week
1005,11415,2023-01-26,App Review,2,frustrating experience will uninstall
1006,11458,2023-04-24,App Review,5,bad experience refund still not received
1007,12220,2023-01-05,Email,2,refund pending from last week
1008,11668,2023-03-25,Email,2,bad experience refund still not received
1009,12373,2023-02-21,Support Ticket,1,too many ads now hate it
1010,11433,2023-04-15,App Review,2,support team resolved issue quickly
1011,11141,2023-02-23,Email,2,very smooth experience no issues
1012,12883,2023-06-10,Email,4,price increased suddenly not fair
1013,11810,2023-06-27,App Review,2,bad experience refund still not received
1014,10723,2023-06-15,App Review,4,great service very happy
1015,10224,2023-06-04,App Review,1,too many ads now hate it
1016,10531,2023-01-15,App Review,1,great service very happy
1017,10112,2023-03-02,Support Ticket,3,everything works fine
1018,12187,2023-05-02,Email,5,price increased suddenly not fair
1019,10558,2023-01-21,Email,2,support team resolved issue quickly
1020,12048,2023-02-15,Support Ticket,4,awesome app easy to use
1021,12137,2023-05-14,App Review,2,bad experience refund still not received
1022,10653,2023-02-07,Support Ticket,1,support team resolved issue quickly
1023,10319,2023-03-03,App Review,1,login issue cant access account
1024,11573,2023-03-27,Support Ticket,2,price increased suddenly not fair
1025,11828,2023-03-19,App Review,1,awesome app easy to use
1026,11917,2023-02-15,Support Ticket,1,everything works fine
1027,10138,2023-05-21,App Review,5,awesome app easy to use
1028,12892,2023-01-03,App Review,1,great service very happy
1029,12026,2023-01-06,Email,4,everything works fine
1030,12306,2023-04-03,App Review,2,login issue cant access account
1031,10901,2023-01-08,Email,3,too many ads now hate it
1032,10689,2023-06-21,App Review,4,everything works fine
1033,12039,2023-04-18,Email,2,order got cancelled automatically
1034,10009,2023-06-10,App Review,2,app slow and buggy sometimes
1035,10260,2023-03-16,App Review,4,everything works fine
1036,11942,2023-03-18,App Review,5,payment deducted but order failed
1037,11673,2023-02-19,App Review,1,awesome app easy to use
1038,12219,2023-01-11,App Review,1,app slow and buggy sometimes
1039,12945,2023-04-05,App Review,5,payment deducted but order failed
1040,12060,2023-06-05,App Review,2,love the app but payment failed twice
1041,11191,2023-03-11,App Review,4,love the app but payment failed twice
1042,11619,2023-06-18,Email,2,checkout page not loading
1043,10320,2023-01-16,Support Ticket,1,payment deducted but order failed
1044,11342,2023-03-09,App Review,4,frustrating experience will uninstall
1045,11636,2023-04-09,Email,3,checkout page not loading
1046,12376,2023-02-17,Email,1,awesome app easy to use
1047,12832,2023-03-05,App Review,3,login issue cant access account
1048,12824,2023-03-31,Email,5,app slow and buggy sometimes
1049,11994,2023-03-17,App Review,4,frustrating experience will uninstall
1050,12958,2023-05-19,Email,1,app slow and buggy sometimes
1051,11943,2023-04-11,App Review,3,cant track my order properly
1052,12038,2023-03-30,Email,4,awesome app easy to use
1053,11118,2023-01-18,Email,5,checkout page not loading
1054,11604,2023-01-19,App Review,4,bad experience refund still not received
1055,12365,2023-02-24,App Review,1,frustrating experience will uninstall
1056,10235,2023-04-12,Support Ticket,4,order got cancelled automatically
1057,11969,2023-04-28,App Review,4,love the app but payment failed twice
1058,10333,2023-06-03,Email,1,delivery was late and support not helpful
1059,11908,2023-05-14,Support Ticket,3,bad experience refund still not received
1060,10375,2023-01-04,Email,2,App crashes again after update
1061,11160,2023-04-18,Email,4,awesome app easy to use
1062,12635,2023-04-25,Email,1,App crashes again after update
1063,11570,2023-01-29,Support Ticket,4,too many ads now hate it
1064,12560,2023-02-28,App Review,5,login issue cant access account
1065,11319,2023-05-05,App Review,5,everything works fine
1066,12965,2023-04-08,App Review,5,very smooth experience no issues
1067,11855,2023-01-17,Support Ticket,5,App crashes again after update
1068,11372,2023-04-17,Email,1,login issue cant access account
1069,10872,2023-02-12,App Review,4,everything works fine
1070,11252,2023-03-21,Support Ticket,3,cant track my order properly
1071,12317,2023-06-11,App Review,5,very smooth experience no issues
1072,11851,2023-01-08,App Review,2,very smooth experience no issues
1073,12845,2023-05-21,Email,5,cant track my order properly
1074,11314,2023-04-16,App Review,4,refund pending from last week
1075,10724,2023-01-08,Support Ticket,5,very smooth experience no issues
1076,12052,2023-04-06,App Review,1,frustrating experience will uninstall
1077,12898,2023-04-04,Support Ticket,1,very smooth experience no issues
1078,10077,2023-03-06,Email,5,too many ads now hate it
1079,12621,2023-06-20,App Review,1,app slow and buggy sometimes
1080,10131,2023-02-08,Support Ticket,5,frustrating experience will uninstall
1081,10600,2023-03-22,Email,1,support team resolved issue quickly
1082,11772,2023-03-25,App Review,4,delivery was late and support not helpful
1083,11065,2023-03-29,App Review,2,login issue cant access account
1084,12136,2023-03-27,Support Ticket,4,support team resolved issue quickly
1085,12449,2023-04-03,App Review,4,very smooth experience no issues
1086,12343,2023-03-27,App Review,2,great service very happy
1087,11863,2023-02-13,App Review,1,App crashes again after update
1088,11318,2023-05-17,App Review,1,awesome app easy to use
1089,10615,2023-06-14,Email,4,price increased suddenly not fair
1090,12847,2023-03-15,App Review,3,App crashes again after update
1091,12469,2023-02-05,App Review,4,checkout page not loading
1092,11888,2023-04-11,App Review,3,cant track my order properly
1093,11046,2023-06-05,App Review,3,App crashes again after update
1094,10574,2023-06-19,Support Ticket,2,great service very happy
1095,12190,2023-06-20,App Review,1,checkout page not loading
1096,10992,2023-06-19,Support Ticket,2,customer service is terrible
1097,12712,2023-04-14,App Review,5,app slow and buggy sometimes
1098,12192,2023-03-07,App Review,5,bad experience refund still not received
1099,11248,2023-02-24,Support Ticket,2,App crashes again after update
1100,10502,2023-06-25,App Review,4,price increased suddenly not fair
1101,11997,2023-04-01,Email,5,great service very happy
1102,10820,2023-01-22,Support Ticket,3,delivery was late and support not helpful
1103,12151,2023-04-11,App Review,1,order got cancelled automatically
1104,11970,2023-06-04,App Review,1,login issue cant access account
1105,10197,2023-05-01,Email,3,order got cancelled automatically
1106,11669,2023-04-03,App Review,5,too many ads now hate it
1107,12626,2023-04-18,App Review,4,awesome app easy to use
1108,12438,2023-05-21,App Review,1,great service very happy
1109,11202,2023-06-22,App Review,1,awesome app easy to use
1110,12601,2023-01-10,Email,5,checkout page not loading
1111,11471,2023-01-09,App Review,5,checkout page not loading
1112,11646,2023-06-04,App Review,4,too many ads now hate it
1113,11692,2023-02-03,Email,4,delivery was late and support not helpful
1114,11312,2023-05-09,App Review,1,order got cancelled automatically
1115,12035,2023-06-09,App Review,5,bad experience refund still not received
1116,10477,2023-03-30,Email,5,very smooth experience no issues
1117,11254,2023-04-03,App Review,2,everything works fine
1118,10922,2023-03-12,Email,4,delivery was late and support not helpful
1119,10419,2023-03-08,Support Ticket,1,delivery was late and support not helpful
1120,12204,2023-05-28,App Review,1,refund pending from last week
1121,12597,2023-04-27,Email,1,awesome app easy to use
1122,11120,2023-04-04,App Review,1,frustrating experience will uninstall
1123,10950,2023-06-12,App Review,2,delivery was late and support not helpful
1124,12336,2023-04-09,Support Ticket,3,bad experience refund still not received
1125,11277,2023-04-23,Support Ticket,3,everything works fine
1126,12243,2023-04-13,App Review,3,support team resolved issue quickly
1127,12645,2023-04-01,Email,2,login issue cant access account
1128,11857,2023-03-31,Support Ticket,1,cant track my order properly
1129,10516,2023-01-17,Support Ticket,4,very smooth experience no issues
1130,11658,2023-01-18,Email,2,love the app but payment failed twice
1131,11865,2023-06-22,App Review,2,cant track my order properly
1132,12912,2023-04-26,App Review,5,awesome app easy to use
1133,11141,2023-04-03,Support Ticket,4,refund pending from last week
1134,12853,2023-04-01,App Review,5,support team resolved issue quickly
1135,11932,2023-03-23,Email,3,cant track my order properly
1136,10814,2023-03-09,App Review,1,bad experience refund still not received
1137,12275,2023-04-24,App Review,4,price increased suddenly not fair
1138,11900,2023-01-01,App Review,1,love the app but payment failed twice
1139,12263,2023-02-27,Support Ticket,3,delivery was late and support not helpful
1140,12995,2023-06-03,App Review,1,everything works fine
1141,12062,2023-04-19,Email,5,price increased suddenly not fair
1142,12094,2023-05-28,App Review,1,order got cancelled automatically
1143,12371,2023-04-26,App Review,5,cant track my order properly
1144,12891,2023-03-28,App Review,5,login issue cant access account
1145,10129,2023-01-10,Email,3,support team resolved issue quickly
1146,10094,2023-02-28,App Review,4,very smooth experience no issues
1147,12674,2023-02-10,App Review,4,refund pending from last week
1148,12802,2023-04-15,App Review,5,refund pending from last week
1149,11955,2023-05-13,App Review,3,awesome app easy to use
1150,10793,2023-05-02,Support Ticket,5,love the app but payment failed twice
1151,11834,2023-05-25,Support Ticket,3,awesome app easy to use
1152,12116,2023-01-22,App Review,5,everything works fine
1153,11683,2023-04-08,Email,3,frustrating experience will uninstall
1154,10010,2023-06-18,Support Ticket,3,refund pending from last week
1155,11865,2023-03-09,App Review,5,price increased suddenly not fair
1156,12919,2023-05-19,Support Ticket,5,great service very happy
1157,12597,2023-02-25,Support Ticket,4,everything works fine
1158,10711,2023-06-28,App Review,1,bad experience refund still not received
1159,12070,2023-05-29,App Review,3,refund pending from last week
1160,10814,2023-04-09,Support Ticket,5,customer service is terrible
1161,10345,2023-03-17,Email,5,frustrating experience will uninstall
1162,12349,2023-01-26,App Review,5,too many ads now hate it
1163,10362,2023-04-25,App Review,1,too many ads now hate it
1164,12443,2023-05-27,App Review,3,love the app but payment failed twice
1165,12265,2023-04-19,Email,4,awesome app easy to use
1166,12188,2023-02-16,Email,5,love the app but payment failed twice
1167,10984,2023-03-12,Support Ticket,1,payment deducted but order failed
1168,11639,2023-06-03,App Review,5,love the app but payment failed twice
1169,10827,2023-02-09,Email,3,app slow and buggy sometimes
1170,12730,2023-05-13,Email,1,checkout page not loading
1171,10355,2023-05-29,App Review,2,App crashes again after update
1172,11347,2023-05-12,App Review,2,customer service is terrible
1173,12935,2023-01-23,Support Ticket,3,customer service is terrible
1174,11863,2023-04-16,Support Ticket,1,app slow and buggy sometimes
1175,10126,2023-03-25,App Review,1,App crashes again after update
1176,10603,2023-05-23,Email,5,bad experience refund still not received
1177,11928,2023-04-26,App Review,1,love the app but payment failed twice
1178,11013,2023-04-19,Email,1,great service very happy
1179,10050,2023-05-16,Email,3,very smooth experience no issues
1180,12826,2023-02-10,Email,3,very smooth experience no issues
1181,11430,2023-04-22,Support Ticket,5,cant track my order properly
1182,11792,2023-05-27,Email,3,very smooth experience no issues
1183,12861,2023-04-22,App Review,5,customer service is terrible
1184,11636,2023-04-13,Email,4,cant track my order properly
1185,11645,2023-02-15,App Review,1,great service very happy
1186,12467,2023-06-05,App Review,1,bad experience refund still not received
1187,11205,2023-03-09,App Review,3,awesome app easy to use
1188,12872,2023-05-02,App Review,2,very smooth experience no issues
1189,11854,2023-01-15,Email,4,everything works fine
1190,10566,2023-06-14,App Review,4,everything works fine
1191,12418,2023-05-09,Email,2,payment deducted but order failed
1192,10935,2023-04-21,Email,1,too many ads now hate it
1193,11934,2023-01-24,App Review,1,support team resolved issue quickly
1194,12708,2023-01-27,Support Ticket,4,App crashes again after update
1195,11332,2023-02-09,App Review,3,very smooth experience no issues
1196,10201,2023-06-13,App Review,3,refund pending from last week
1197,12360,2023-01-24,Email,1,too many ads now hate it
1198,10116,2023-01-24,App Review,4,App crashes again after update
1199,10936,2023-01-04,App Review,5,delivery was late and support not helpful
1200,10574,2023-03-08,Email,2,payment deducted but order failed
1201,12291,2023-02-03,Email,3,love the app but payment failed twice
1202,10536,2023-06-26,App Review,5,app slow and buggy sometimes
1203,11625,2023-04-26,Support Ticket,2,too many ads now hate it
1204,12122,2023-01-23,Email,4,too many ads now hate it
1205,10385,2023-04-19,Support Ticket,1,frustrating experience will uninstall
1206,10474,2023-03-10,App Review,4,delivery was late and support not helpful
1207,10417,2023-04-05,Email,1,app slow and buggy sometimes
1208,12394,2023-03-03,Support Ticket,5,too many ads now hate it
1209,12687,2023-06-18,Email,4,order got cancelled automatically
1210,10938,2023-02-26,Email,5,refund pending from last week
1211,10954,2023-02-23,App Review,4,great service very happy
1212,10875,2023-03-11,App Review,4,order got cancelled automatically
1213,10762,2023-04-11,App Review,3,delivery was late and support not helpful
1214,11202,2023-02-26,App Review,5,support team resolved issue quickly
1215,11205,2023-05-18,Support Ticket,5,very smooth experience no issues
1216,10663,2023-06-17,App Review,3,everything works fine
1217,10024,2023-05-15,Support Ticket,5,login issue cant access account
1218,11990,2023-04-13,Support Ticket,4,support team resolved issue quickly
1219,11203,2023-06-15,App Review,3,customer service is terrible
1220,10709,2023-03-26,App Review,3,frustrating experience will uninstall
1221,11879,2023-03-02,Support Ticket,1,payment deducted but order failed
1222,11184,2023-01-03,Support Ticket,1,very smooth experience no issues
1223,12224,2023-05-08,App Review,1,awesome app easy to use
1224,10284,2023-06-28,App Review,3,checkout page not loading
1225,10062,2023-03-27,Email,2,everything works fine
1226,11002,2023-02-16,Email,3,customer service is terrible
1227,10661,2023-03-17,App Review,5,awesome app easy to use
1228,12713,2023-02-07,Email,2,great service very happy
1229,12203,2023-06-13,App Review,3,payment deducted but order failed
1230,11492,2023-06-18,App Review,1,awesome app easy to use
1231,10966,2023-05-21,App Review,1,checkout page not loading
1232,10848,2023-03-28,App Review,5,cant track my order properly
1233,11107,2023-02-27,App Review,4,bad experience refund still not received
1234,10688,2023-02-19,App Review,5,order got cancelled automatically
1235,10147,2023-01-30,App Review,1,bad experience refund still not received
1236,10341,2023-04-11,App Review,4,customer service is terrible
